YEAR,MONTH,Alabama - SFH,Alaska - SFH,Arizona - SFH,Arkansas - SFH,California - SFH,Colorado - SFH,Connecticut - SFH,Delaware - SFH,Florida - SFH,Georgia - SFH,Idaho - SFH,Illinois - SFH,Indiana - SFH,Iowa - SFH,Kansas - SFH,Kentucky - SFH,Louisiana - SFH,Maine - SFH,Maryland - SFH,Massachusetts - SFH,Michigan - SFH,Minnesota - SFH,Mississippi - SFH,Missouri - SFH,Montana - SFH,Nebraska - SFH,Nevada - SFH,New Hampshire - SFH,New Jersey - SFH,New Mexico - SFH,New York - SFH,North Carolina - SFH,North Dakota - SFH,Ohio - SFH,Oklahoma - SFH,Oregon - SFH,Pennsylvania - SFH,Rhode Island - SFH,South Carolina - SFH,South Dakota - SFH,Tennessee - SFH,Texas - SFH,United States - SFH,Utah - SFH,Vermont - SFH,Virginia - SFH,Washington - SFH,West Virginia - SFH,Wisconsin - SFH,Wyoming - SFH,Alabama - MFH,Alaska - MFH,Arizona - MFH,Arkansas - MFH,California - MFH,Colorado - MFH,Connecticut - MFH,Delaware - MFH,Florida - MFH,Georgia - MFH,Idaho - MFH,Illinois - MFH,Indiana - MFH,Iowa - MFH,Kansas - MFH,Kentucky - MFH,Louisiana - MFH,Maine - MFH,Maryland - MFH,Massachusetts - MFH,Michigan - MFH,Minnesota - MFH,Mississippi - MFH,Missouri - MFH,Montana - MFH,Nebraska - MFH,Nevada - MFH,New Hampshire - MFH,New Jersey - MFH,New Mexico - MFH,New York - MFH,North Carolina - MFH,North Dakota - MFH,Ohio - MFH,Oklahoma - MFH,Oregon - MFH,Pennsylvania - MFH,Rhode Island - MFH,South Carolina - MFH,South Dakota - MFH,Tennessee - MFH,Texas - MFH,United States - MFH,Utah - MFH,Vermont - MFH,Virginia - MFH,Washington - MFH,West Virginia - MFH,Wisconsin - MFH,Wyoming - MFH,Alabama - L_MFH,Alaska - L_MFH,Arizona - L_MFH,Arkansas - L_MFH,California - L_MFH,Colorado - L_MFH,Connecticut - L_MFH,Delaware - L_MFH,Florida - L_MFH,Georgia - L_MFH,Idaho - L_MFH,Illinois - L_MFH,Indiana - L_MFH,Iowa - L_MFH,Kansas - L_MFH,Kentucky - L_MFH,Louisiana - L_MFH,Maine - L_MFH,Maryland - L_MFH,Massachusetts - L_MFH,Michigan - L_MFH,Minnesota - L_MFH,Mississippi - L_MFH,Missouri - L_MFH,Montana - L_MFH,Nebraska - L_MFH,Nevada - L_MFH,New Hampshire - L_MFH,New Jersey - L_MFH,New Mexico - L_MFH,New York - L_MFH,North Carolina - L_MFH,North Dakota - L_MFH,Ohio - L_MFH,Oklahoma - L_MFH,Oregon - L_MFH,Pennsylvania - L_MFH,Rhode Island - L_MFH,South Carolina - L_MFH,South Dakota - L_MFH,Tennessee - L_MFH,Texas - L_MFH,United States - L_MFH,Utah - L_MFH,Vermont - L_MFH,Virginia - L_MFH,Washington - L_MFH,West Virginia - L_MFH,Wisconsin - L_MFH,Wyoming - L_MFH,Alabama - S_MFH,Alaska - S_MFH,Arizona - S_MFH,Arkansas - S_MFH,California - S_MFH,Colorado - S_MFH,Connecticut - S_MFH,Delaware - S_MFH,Florida - S_MFH,Georgia - S_MFH,Idaho - S_MFH,Illinois - S_MFH,Indiana - S_MFH,Iowa - S_MFH,Kansas - S_MFH,Kentucky - S_MFH,Louisiana - S_MFH,Maine - S_MFH,Maryland - S_MFH,Massachusetts - S_MFH,Michigan - S_MFH,Minnesota - S_MFH,Mississippi - S_MFH,Missouri - S_MFH,Montana - S_MFH,Nebraska - S_MFH,Nevada - S_MFH,New Hampshire - S_MFH,New Jersey - S_MFH,New Mexico - S_MFH,New York - S_MFH,North Carolina - S_MFH,North Dakota - S_MFH,Ohio - S_MFH,Oklahoma - S_MFH,Oregon - S_MFH,Pennsylvania - S_MFH,Rhode Island - S_MFH,South Carolina - S_MFH,South Dakota - S_MFH,Tennessee - S_MFH,Texas - S_MFH,United States - S_MFH,Utah - S_MFH,Vermont - S_MFH,Virginia - S_MFH,Washington - S_MFH,West Virginia - S_MFH,Wisconsin - S_MFH,Wyoming - S_MFH,Alabama - TOT,Alaska - TOT,Arizona - TOT,Arkansas - TOT,California - TOT,Colorado - TOT,Connecticut - TOT,Delaware - TOT,Florida - TOT,Georgia - TOT,Idaho - TOT,Illinois - TOT,Indiana - TOT,Iowa - TOT,Kansas - TOT,Kentucky - TOT,Louisiana - TOT,Maine - TOT,Maryland - TOT,Massachusetts - TOT,Michigan - TOT,Minnesota - TOT,Mississippi - TOT,Missouri - TOT,Montana - TOT,Nebraska - TOT,Nevada - TOT,New Hampshire - TOT,New Jersey - TOT,New Mexico - TOT,New York - TOT,North Carolina - TOT,North Dakota - TOT,Ohio - TOT,Oklahoma - TOT,Oregon - TOT,Pennsylvania - TOT,Rhode Island - TOT,South Carolina - TOT,South Dakota - TOT,Tennessee - TOT,Texas - TOT,United States - TOT,Utah - TOT,Vermont - TOT,Virginia - TOT,Washington - TOT,West Virginia - TOT,Wisconsin - TOT,Wyoming - TOT
1999,2,123729,6924,488399,62832,1018364,342622,71392,35264,874975,651459,61134,319096,278917,65236,96679,110662,114133,25590,212046,127622,284123,160528,68689,171082,8454,41548,255639,34277,167868,48327,195423,619286,3034,319696,88169,154116,272019,16264,262739,11328,290625,883471,10319776,103898,11580,321842,221709,19922,151682,11968,10310,11906,48778,3787,134389,38258,1043,349,293584,59955,1551,55326,12661,4671,9152,9907,14544,4853,11072,24461,15476,24835,3225,15487,940,6738,42146,3018,13272,948,38982,56450,370,28776,2553,24568,13201,1452,60917,5174,21955,211981,1492058,10363,360,30393,65833,830,40744,0,6415,10593,42440,2720,109778,26923,242,349,255988,56605,537,37650,5233,1767,5485,6134,11566,2500,8970,18974,9784,17125,2399,6630,401,5532,33830,684,5589,515,13305,42688,220,19643,1856,15653,7960,0,58068,2993,18854,203755,1194350,4079,241,26640,56395,490,27809,0,3895,1313,6338,1067,24611,11335,801,0,37596,3350,1014,17676,7428,2904,3667,3773,2978,2353,2102,5487,5692,7710,826,8857,539,1206,8316,2334,7683,433,25677,13762,150,9133,697,8915,5241,1452,2849,2181,3101,8226,297708,6284,119,3753,9438,340,12935,0,134039,18830,537177,66619,1152753,380880,72435,35613,1168559,711414,62685,374422,291578,69907,105831,120569,128677,30443,223118,152083,299599,185363,71914,186569,9394,48286,297785,37295,181140,49275,234405,675736,3404,348472,90722,178684,285220,17716,323656,16502,312580,1095452,11811834,114261,11940,352235,287542,20752,192426,11968
1999,3,172634,17723,676668,75522,1553373,519647,114107,47105,1101688,737014,109856,487400,421133,115619,129996,190881,141780,36561,235976,204897,476314,290230,82122,242780,17064,62835,272634,50058,213496,101418,244939,633038,11098,500622,128983,219503,378191,21244,275564,26450,351022,1240903,14366694,194310,18826,477254,363566,35277,271977,29493,41551,4593,34914,16513,199378,82112,25305,4528,313287,49606,3542,77084,25771,13530,30483,9774,15986,803,27469,9615,42371,54348,6399,34967,3644,8611,57949,4798,32955,299,101961,71696,2922,70634,44304,45262,35018,757,39809,4106,14309,138395,2012601,20416,2211,49647,69540,2492,51007,6093,39884,468,25989,12966,164991,64397,24041,4528,275297,38489,383,56751,15009,8866,24209,5622,12358,373,26917,1866,31983,39308,5258,18505,2126,5407,54422,3193,24926,157,70595,58487,2619,48699,43473,32612,26087,225,34803,1066,11520,114397,1592401,14890,241,45818,56167,1892,24635,5960,1667,4125,8925,3547,34387,17715,1264,0,37990,11117,3159,20333,10762,4664,6274,4152,3628,430,552,7749,10388,15040,1141,16462,1518,3204,3527,1605,8029,142,31366,13209,303,21935,831,12650,8931,532,5006,3040,2789,23998,420200,5526,1970,3829,13373,600,26372,133,214185,22316,711582,92035,1752751,601759,139412,51633,1414975,786620,113398,564484,446904,129149,160479,200655,157766,37364,263445,214512,518685,344578,88521,277747,20708,71446,330583,54856,246451,101717,346900,704734,14020,571256,173287,264765,413209,22001,315373,30556,365331,1379298,16379295,214726,21037,526901,433106,37769,322984,35586
1999,4,158968,25195,626890,82350,1543313,487250,164093,39992,1029359,713151,114668,532203,448702,130992,137355,167009,146165,65458,249730,226121,577320,354560,77656,217602,16648,72668,206058,71643,246719,110116,328827,615108,27698,552345,120481,245885,406717,28115,273973,29597,327637,1054546,14550349,163666,28570,460390,369405,35083,372400,30950,8538,6840,63595,3914,134148,48917,4940,80,318946,89683,16689,58993,21061,9760,27948,16571,12565,2075,44474,19173,59571,31815,11754,13048,2065,10357,11424,2040,25267,4932,62907,46796,10875,62399,3462,26408,35074,693,45275,9584,39199,142165,1770682,14760,2178,35194,83869,2653,52026,13725,6724,3346,57822,155,104075,33392,4042,80,284925,76149,14484,37027,10518,7601,24018,10310,9854,885,43558,8787,49143,12619,9469,1985,781,6886,9673,0,12534,1383,33867,33907,9363,34373,2312,8892,22160,640,39647,6247,36026,128527,1338781,10287,1949,29292,71388,2207,25215,0,1814,3494,5773,3759,30073,15525,898,0,34021,13534,2205,21966,10543,2159,3930,6261,2711,1190,916,10386,10428,19196,2285,11063,1284,3471,1751,2040,12733,3549,29040,12889,1512,28026,1150,17516,12914,53,5628,3337,3173,13638,431901,4473,229,5902,12481,446,26811,13725,167506,32035,690485,86264,1677461,536167,169033,40072,1348305,802834,131357,591196,469763,140752,165303,183580,158730,67533,294204,245294,636891,386375,89410,230650,18713,83025,217482,73683,271986,115048,391734,661904,38573,614744,123943,272293,441791,28808,319248,39181,366836,1196711,16321031,178426,30748,495584,453274,37736,424426,44675
1999,5,144763,37486,594836,73552,1645264,468415,131624,45937,1095892,629434,120003,499460,405341,111142,130942,149323,140000,62509,239142,200239,564411,326638,76739,208098,16850,69888,236896,72847,245270,95479,313861,710366,17438,555218,100826,195195,421995,25749,266509,28689,330454,1030947,14221665,156657,27287,432817,359642,32032,301491,28032,4019,5297,79044,9826,172535,28873,2234,3103,189734,20679,2513,81345,50572,14067,14277,8708,4518,2027,19976,8242,90466,32767,7234,21669,2710,12787,9558,3162,15025,548,62046,60825,3916,58720,12752,40720,17064,83,20361,3463,8610,145609,1586741,8889,1673,27652,139652,5131,49940,400,2361,0,69038,7769,157297,14476,1552,3103,162856,13201,468,61189,39554,10247,8681,4476,691,1011,19232,2025,76560,22122,6351,10395,1763,11720,7755,838,9784,157,37995,51516,2291,35239,12558,28311,11588,0,15032,2342,5744,137956,1242383,3628,1011,14495,124260,5098,25791,0,1658,5297,10006,2057,15238,14397,682,0,26878,7478,2045,20156,11018,3820,5596,4232,3827,1016,744,6217,13906,10645,883,11274,947,1067,1803,2324,5241,391,24051,9309,1625,23481,194,12409,5476,83,5329,1121,2866,7653,344358,5261,662,13157,15392,33,24149,400,148782,42783,673880,83378,1817799,497288,133858,49040,1285626,650113,122516,580805,455913,125209,145219,158031,144518,64536,259118,208481,654877,359405,83973,229767,19560,82675,246454,76009,260295,96027,375907,771191,21354,613938,113578,235915,439059,25832,286870,32152,339064,1176556,15808406,165546,28960,460469,499294,37163,351431,28432
1999,6,157218,27056,673631,81728,2203887,567927,156061,44714,1153580,681448,133447,545766,452687,128008,113149,171579,129018,65666,238669,215562,590316,388963,83114,228955,18980,73346,291657,64421,277087,113018,342088,760380,19597,569081,130963,237817,443011,27655,294128,32794,333069,1106489,15851461,173466,34303,452846,413022,31488,301184,22563,10953,21378,80173,2465,173339,54943,11091,2022,341351,123006,5804,65922,43191,17875,25147,16779,24542,2399,12429,80815,49393,45233,4599,22872,2824,7057,71642,2201,27807,8024,118481,146777,8067,46181,3411,39046,78835,740,45026,2824,33312,122872,2232095,17633,4849,48601,88167,2556,57495,978,7108,19222,76506,472,149880,32475,10551,2022,298825,93778,4300,38399,22166,12436,17560,13115,14457,1517,11456,72702,33070,25881,1927,6669,892,2618,66349,919,22635,7743,94352,138395,6369,23773,2255,24976,65431,0,41833,1992,29601,109631,1770656,11718,4210,43829,69700,1663,26409,458,3845,2156,3667,1993,23459,22468,540,0,42526,29228,1504,27523,21025,5439,7587,3664,10085,882,973,8113,16323,19352,2672,16203,1932,4439,5293,1282,5172,281,24129,8382,1698,22408,1156,14070,13404,740,3193,832,3711,13241,461439,5915,639,4772,18467,893,31086,520,168171,48434,753804,84193,2377226,622870,167152,46736,1494931,804454,139251,611688,495878,145883,138296,188358,153560,68065,251098,296377,639709,434196,87713,251827,21804,80403,363299,66622,304894,121042,460569,907157,27664,615262,134374,276863,521846,28395,339154,35618,366381,1229361,18083556,191099,39152,501447,501189,34044,358679,23541
1999,7,145352,29234,566184,81740,1752436,464685,118483,38201,1117081,618718,103957,489539,392885,132765,121106,134866,124196,60051,271778,206182,513851,316340,71605,206917,14764,68688,204544,66717,247258,86503,344180,669664,17645,533849,113089,213119,384919,30363,259413,29381,358537,1069304,14111560,160730,29958,417201,344447,27226,281490,22435,3051,4866,32062,16287,184955,67234,8268,80,358896,60639,13723,65357,47374,8772,5346,20586,40702,1438,20314,38564,39092,38082,3835,12154,4767,2697,18536,5025,14317,14064,64304,93962,3209,42558,8212,37939,16697,3679,37190,3223,24247,225778,1891901,10746,2061,34266,79518,703,37381,0,1189,2965,25513,14870,155180,54616,6846,80,337453,49874,11284,50058,37474,5573,2018,13844,39813,773,19404,29443,28307,23847,2471,4567,3376,1785,16949,2220,9818,9561,26746,81607,2973,19584,7720,29152,7127,3100,29202,1915,21543,201239,1526546,5278,1128,27103,65815,703,19180,0,1862,1901,6549,1417,29775,12618,1422,0,21443,10765,2439,15299,9900,3199,3328,6742,889,665,910,9121,10785,14235,1364,7587,1391,912,1587,2805,4499,4503,37558,12355,236,22974,492,8787,9570,579,7988,1308,2704,24539,365355,5468,933,7163,13703,0,18201,0,148403,34100,598246,98027,1937391,531919,126751,38281,1475977,679357,117680,554896,440259,141537,126452,155452,164898,61489,292092,244746,552943,354422,75440,219071,19531,71385,223080,71742,261575,100567,408484,763626,20854,576407,121301,251058,401616,34042,296603,32604,382784,1295082,16003461,171476,32019,451467,423965,27929,318871,22435
1999,8,140679,25343,552488,76711,1427250,452622,141386,37871,1083544,700465,113047,521039,406741,114790,115760,127899,128422,56037,243568,219226,508930,340884,80977,210287,13330,71945,231877,67337,268176,88103,301242,675787,23532,503649,114929,204815,353037,25200,260649,25213,304206,1071316,13718810,162810,18729,373772,331285,30548,293354,25207,22219,5765,32489,32071,270376,90437,7113,80,364849,70636,3048,92045,23442,10672,18905,32105,4822,1402,16590,9422,53256,55756,10203,16972,1775,20534,20927,4001,36084,6813,91551,76585,13700,44357,24741,31997,23670,4775,46069,8033,10921,166352,2114144,19242,2110,50134,71120,17063,67646,1628,16490,581,29034,25100,246348,65487,6652,80,315774,65816,1705,69906,11785,5719,10515,25876,3678,813,16259,1882,39686,40959,9315,8178,557,19994,16054,2769,28913,5720,55833,71284,12858,31458,21632,23783,14435,4610,42001,7445,9226,148633,1712355,11407,1683,46919,59529,2532,48731,1243,5729,5184,3455,6971,24028,24950,461,0,49075,4820,1343,22139,11657,4953,8390,6229,1144,589,331,7540,13570,14797,888,8794,1218,540,4873,1232,7171,1093,35718,5301,842,12899,3109,8214,9235,165,4068,588,1695,17719,401789,7835,427,3215,11591,14531,18915,385,162898,31108,584977,108782,1697626,543059,148499,37951,1448393,771101,116095,613084,430183,125462,134665,160004,133244,57439,260158,228648,562186,396640,91180,227259,15105,92479,252804,71338,304260,94916,392793,752372,37232,548006,139670,236812,376707,29975,306718,33246,315127,1237668,15832954,182052,20839,423906,402405,47611,361000,26835
1999,9,149792,24893,537839,74551,1320575,431025,119697,39442,924240,597120,101108,526652,361358,106099,118685,113108,116689,56038,192440,181565,480606,321863,64570,179985,10929,64413,238955,57185,218093,81327,270416,596341,21583,488838,95586,201925,316959,23712,232587,28344,296716,968519,12534061,133864,22220,352881,309867,28624,279324,21983,22659,4153,55737,13374,263366,64798,4464,80,277953,57066,11842,83084,33409,16806,13175,22471,6199,1739,19926,20492,47832,54372,11305,30474,888,5567,28076,1290,27039,4252,91488,45919,5727,68784,6248,16538,23202,377,28547,3354,11733,157359,1863749,32887,2288,34351,69849,2051,57058,710,20831,581,47942,8468,222238,47564,3226,80,250438,48330,8405,59259,24112,12280,8653,18667,5512,813,18548,9525,35124,37114,8677,13605,0,4914,27499,327,17099,3565,60078,36557,4228,49753,5286,7808,15337,0,24285,3016,4644,142281,1460801,19846,1634,32278,51980,1976,35148,633,1828,3572,7795,4906,41128,17234,1238,0,27515,8736,3437,23825,9297,4526,4522,3804,687,926,1378,10967,12708,17258,2628,16869,888,653,577,963,9940,687,31410,9362,1499,19031,962,8730,7865,377,4262,338,7089,15078,402948,13041,654,2073,17869,75,21910,77,172451,29046,593576,87925,1583941,495823,124161,39522,1202193,654186,112950,609736,394767,122905,131860,135579,122888,57777,212366,202057,528438,376235,75875,210459,11817,69980,267031,58475,245132,85579,361904,642260,27310,557622,101834,218463,340161,24089,261134,31698,308449,1125878,14397810,166751,24508,387232,379716,30675,336382,22693
1999,10,142691,12569,453321,69726,1271457,432831,99538,39868,942217,615652,102030,488217,367783,92006,124582,107115,107751,50278,206537,180015,469207,324364,65355,183038,12468,62833,190508,56317,228926,66886,277383,539736,19460,470199,81613,189678,313723,27378,224713,26861,316313,924274,12145712,136769,16291,346689,301521,23424,272987,19676,39711,2169,40569,13465,305577,62709,2975,550,337615,77139,7937,69694,49209,17370,23186,31123,13346,1922,21289,44559,38348,45857,8967,36831,3729,4811,15419,2218,20750,1035,50751,63543,3192,69825,17853,32687,26034,18307,46642,4465,52047,211541,2196220,24409,2351,63527,114162,966,52013,813,38317,581,35611,7012,279854,42411,2059,550,305080,72194,5514,51417,37753,10163,15552,26405,5023,813,20386,40548,25008,26659,3170,25943,1651,3518,11988,820,11235,448,31813,54152,2008,43810,17383,17369,21039,18224,39762,3266,40564,183310,1787411,18262,1421,60209,98415,351,27180,646,1394,1588,4958,6453,25723,20298,916,0,32535,4945,2423,18277,11456,7207,7634,4718,8323,1109,903,4011,13340,19198,5797,10888,2078,1293,3431,1398,9515,587,18938,9391,1184,26015,470,15318,4995,83,6880,1199,11483,28231,408809,6147,930,3318,15747,615,24833,167,182402,14738,493890,83191,1577034,495540,102513,40418,1279832,692791,109967,557911,416992,109376,147768,138238,121097,52200,227826,224574,507555,370221,74322,219869,16197,67644,205927,58535,249676,67921,328134,603279,22652,540024,99466,222365,339757,45685,271355,31326,368360,1135815,14341932,161178,18642,410216,415683,24390,325000,20489
1999,11,122163,8966,407869,58318,1174490,360573,114203,34495,934747,578199,86690,483820,328457,102145,94895,114810,104680,41747,195186,178964,402385,259015,58811,179109,9623,64681,209238,52820,210319,68172,283448,570818,10949,411781,78104,161356,305164,23419,214646,23280,268909,837622,11213094,127547,16782,314431,230983,27370,219949,11873,11046,2022,69893,7966,184268,105556,25385,1695,204409,100809,2308,80566,48416,33695,23474,19260,3568,2814,23949,23162,46455,47269,6859,28197,8831,13052,13340,1962,30383,689,95141,67354,5628,84883,846,14360,36631,1805,30398,6740,18817,156239,1872090,7862,3345,38575,52359,16214,55499,912,9371,1639,64938,6985,154353,78230,23793,80,175767,92958,1231,57925,35453,26880,18913,12927,744,1422,23332,13761,32767,35243,6165,20073,4681,12600,13228,1206,23810,550,57276,58118,3768,60637,514,2941,30903,1447,24072,4117,15752,141990,1473328,2205,2801,35541,38315,1127,33633,494,1675,383,4955,981,29915,27326,1592,1615,28642,7851,1077,22641,12963,6815,4561,6333,2824,1392,617,9401,13688,12026,694,8124,4150,452,112,756,6573,139,37865,9236,1860,24246,332,11419,5728,358,6326,2623,3065,14249,398762,5657,544,3034,14044,15087,21866,418,133209,10988,477762,66284,1358758,466129,139588,36190,1139156,679008,88998,564386,376873,135840,118369,134070,108248,44561,219135,202126,448840,306284,65670,207306,18454,77733,222578,54782,240702,68861,378589,638172,16577,496664,78950,175716,341795,25224,245044,30020,287726,993861,13085184,135409,20127,353006,283342,43584,275448,12785
1999,12,117357,5504,440171,54326,1505457,387261,99072,36888,869577,597344,61043,345970,270839,57600,104250,89834,83738,46367,201957,190295,340853,237156,50652,151445,8960,53944,244424,61839,214336,72914,219815,536656,4827,334328,86662,147553,274714,24106,205689,14428,209555,760158,10714551,117015,13970,294448,242812,18524,150473,8841,6255,1421,84502,14788,243373,56438,1896,96,355106,81090,7781,46544,24165,20106,17093,8064,14976,5267,28807,38485,32403,52233,4929,36484,1058,4353,42610,2103,24434,1023,104305,92525,3259,32134,1858,12178,20619,347,11515,2009,41263,186119,1970890,50227,2472,46971,42691,3357,52374,1890,2394,581,77637,13806,193406,38096,1706,96,326402,76769,6424,28237,14367,13293,8714,5708,13015,2793,28288,26792,19999,35668,2522,27431,601,2144,17124,820,18115,157,75524,74622,1600,21321,1067,4221,12682,0,8890,925,38551,175568,1585940,44682,1993,44719,31223,2473,35986,1890,3861,840,6865,982,49967,18342,190,0,28704,4321,1357,18307,9798,6813,8379,2356,1961,2474,519,11693,12404,16565,2407,9053,457,2209,25486,1283,6319,866,28781,17903,1659,10813,791,7957,7937,347,2625,1084,2712,10551,384950,5545,479,2252,11468,884,16388,0,123612,6925,524673,69114,1748830,443699,100968,36984,1224683,678434,68824,392514,295004,77706,121343,97898,98714,51634,230764,228780,373256,289389,55581,187929,10018,58297,287034,63942,238770,73937,324120,629181,8086,366462,88520,159731,295333,24453,217204,16437,250818,946277,12685441,167242,16442,341419,285503,21881,202847,10731
2000,1,126173,8927,426276,60856,1145930,347244,62460,33374,961036,559408,67038,293237,214997,40137,95461,99253,105410,31826,173287,133169,291323,157307,52858,136706,6938,32809,200456,36303,164617,63813,181220,467428,2741,280730,76715,131055,239712,18961,220617,13198,243281,913351,9744843,114045,9299,302965,222574,16348,118655,8276,16546,1607,48382,2424,253423,89315,47597,961,208226,101580,1599,36304,18019,10038,16431,8156,6257,1642,11155,28440,32310,18725,1750,26958,697,1902,23287,2071,83703,3004,53881,35328,2716,24019,1187,15877,24028,5569,60272,3239,47687,87424,1626804,6463,1815,34373,75501,680,37911,754,14674,581,38594,595,212519,85171,47062,961,184439,95569,499,28123,11407,5668,11527,5427,4018,1198,10829,22076,19381,14051,1469,20693,0,1365,19885,1527,78361,2788,33285,32293,2716,15311,862,8864,21469,5212,54706,3239,45446,78198,1370063,2730,1615,32697,64413,530,25231,534,1872,1026,9788,1829,40904,4144,535,0,23787,6011,1100,8181,6612,4370,4904,2729,2239,444,326,6364,12929,4674,281,6265,697,537,3402,544,5342,216,20596,3035,0,8708,325,7013,2559,357,5566,0,2241,9226,256741,3733,200,1676,11088,150,12680,220,142719,10534,474658,63280,1399353,436559,110057,34335,1169262,660988,68637,329541,233016,50175,111892,107409,111667,33468,184442,161609,323633,176032,54608,163664,7635,34711,223743,38374,248320,66817,235101,502756,5457,304749,77902,146932,263740,24530,280889,16437,290968,1000775,11371647,120508,11114,337338,298075,17028,156566,9030
2000,2,156489,8439,472531,80252,1158728,390025,76920,40208,938440,635724,76278,363792,250642,58678,88360,118244,117140,28122,199221,133279,316739,204344,72093,179410,8923,41816,227254,39490,162561,78548,195449,582135,3363,331070,102592,144179,227519,16422,241175,16554,257429,1081717,10894225,135063,9849,337647,255773,23021,171269,10371,7272,1414,70282,10429,272757,65883,1092,920,267885,87430,1395,55530,12571,15283,38787,15475,4302,1259,4629,10747,18653,52677,8781,10869,3202,16850,35090,548,18181,3874,91417,106747,406,40539,22720,40859,33698,929,25855,3420,26535,96387,1769901,6910,869,33662,82680,793,38276,403,5771,678,60630,7880,244385,58506,642,920,231332,78998,0,36531,7791,9970,35357,10458,2424,813,3699,5416,10772,43813,7417,4315,1510,16638,32541,548,10092,3874,68909,98414,0,20015,20726,27653,27630,0,17742,2394,18821,81886,1444136,2289,635,30078,71379,673,20593,326,1501,736,9652,2549,28372,7377,450,0,36553,8432,1395,18999,4780,5313,3430,5017,1878,446,930,5331,7881,8864,1364,6554,1692,212,2549,0,8089,0,22508,8333,406,20524,1994,13206,6068,929,8113,1026,7714,14501,325765,4621,234,3584,11301,120,17683,77,163761,9853,542813,90681,1431485,455908,78012,41128,1206325,723154,77673,419322,263213,73961,127147,133719,121442,29381,203850,144026,335392,257021,80874,190279,12125,58666,262344,40038,180742,82422,286866,688882,3769,371609,125312,185038,261217,17351,267030,19974,283964,1178104,12664126,141973,10718,371309,338453,23814,209545,10774
2000,3,179944,20196,592585,76944,1602574,484786,125800,46824,1142054,794865,110329,557205,407139,130149,115330,147824,140427,47783,273486,211582,523973,347631,75621,222010,19008,67973,260123,67040,245703,96097,298888,808511,13044,517329,103314,218586,386953,24591,282074,28554,317643,1315586,14909461,163246,21621,489080,336190,30914,302867,45472,9503,1113,105371,4503,285190,68151,3137,794,227967,69226,5441,46094,39668,20168,8526,9836,11682,1781,11734,39456,55114,48239,1037,35454,7220,14691,6508,2202,26143,700,80442,77412,1488,69403,6593,16571,35540,100,34525,10755,42056,63676,1777264,16183,1217,32468,53458,1383,62665,168,6220,0,90867,1400,260179,58047,1832,794,187016,58911,984,28302,31225,15662,2360,4126,7590,983,10057,33337,44494,32953,281,22270,4824,12674,5858,1324,19496,157,50805,69528,1240,40041,5261,7740,23760,0,27305,8843,37031,48589,1386066,11084,973,29214,42739,503,32688,168,3283,1113,14504,3103,25011,10104,1305,0,40951,10315,4457,17792,8443,4506,6166,5710,4092,798,1677,6119,10620,15286,756,13184,2396,2017,650,878,6647,543,29637,7884,248,29362,1332,8831,11780,100,7220,1912,5025,15087,391198,5099,244,3254,10719,880,29977,0,189447,21309,697956,81447,1887764,552937,128937,47618,1370021,864091,115770,603299,446807,150317,123856,157660,152109,49564,285220,251038,579087,395870,76658,257464,26228,82664,266631,69242,271846,96797,379330,885923,14532,586732,109907,235157,422493,24691,316599,39309,359699,1379262,16686725,179429,22838,521548,389648,32297,365532,45640
2000,4,146244,23565,560133,65668,1587167,464022,120221,30201,1003151,604530,112899,541221,383101,116429,109967,132714,106472,68095,203271,194525,557631,435662,66083,204279,18929,71223,269048,65754,196156,100775,322665,555917,14063,509434,100124,196533,374667,27017,254335,31555,284264,1084164,13664017,171735,23634,393243,328039,27148,330749,34602,26599,8704,70147,6574,210746,63128,2248,80,212791,150769,4650,107842,31908,26880,22581,11264,4188,2179,17250,28374,38953,20111,16922,37200,2114,2344,47945,3867,45515,4936,139396,70042,9265,56790,27047,30249,15705,2683,36928,684,27723,94705,1902387,10468,1850,28697,66123,1072,45935,627,23464,4424,63477,3406,177840,52938,1315,80,174116,148260,1159,81186,21477,22417,18391,8878,3675,860,15992,23171,29661,6502,16311,27530,565,1605,45852,2688,40349,4514,100627,64852,7250,38179,26412,18981,7784,2455,31916,228,26302,87680,1547911,5634,1006,23772,51770,352,22951,462,3135,4280,6670,3168,32906,10190,933,0,38675,2509,3491,26656,10431,4463,4190,2386,513,1319,1258,5203,9292,13609,611,9670,1549,739,2093,1179,5166,422,38769,5190,2015,18611,635,11268,7921,228,5012,456,1421,7025,354476,4834,844,4925,14353,720,22984,165,172843,32269,630280,72242,1797913,527150,122469,30281,1215942,755299,117549,649063,415009,143309,132548,143978,110660,70274,220521,222899,596584,455773,83005,241479,21043,73567,316993,69621,241671,105711,462061,625959,23328,566224,127171,226782,390372,29700,291263,32239,311987,1178869,15566404,182203,25484,421940,394162,28220,376684,35229
