YEAR,MONTH,Alabama - SFH,Alaska - SFH,Arizona - SFH,Arkansas - SFH,California - SFH,Colorado - SFH,Connecticut - SFH,Delaware - SFH,Florida - SFH,Georgia - SFH,Idaho - SFH,Illinois - SFH,Indiana - SFH,Iowa - SFH,Kansas - SFH,Kentucky - SFH,Louisiana - SFH,Maine - SFH,Maryland - SFH,Massachusetts - SFH,Michigan - SFH,Minnesota - SFH,Mississippi - SFH,Missouri - SFH,Montana - SFH,Nebraska - SFH,Nevada - SFH,New Hampshire - SFH,New Jersey - SFH,New Mexico - SFH,New York - SFH,North Carolina - SFH,North Dakota - SFH,Ohio - SFH,Oklahoma - SFH,Oregon - SFH,Pennsylvania - SFH,Rhode Island - SFH,South Carolina - SFH,South Dakota - SFH,Tennessee - SFH,Texas - SFH,United States - SFH,Utah - SFH,Vermont - SFH,Virginia - SFH,Washington - SFH,West Virginia - SFH,Wisconsin - SFH,Wyoming - SFH,Alabama - MFH,Alaska - MFH,Arizona - MFH,Arkansas - MFH,California - MFH,Colorado - MFH,Connecticut - MFH,Delaware - MFH,Florida - MFH,Georgia - MFH,Idaho - MFH,Illinois - MFH,Indiana - MFH,Iowa - MFH,Kansas - MFH,Kentucky - MFH,Louisiana - MFH,Maine - MFH,Maryland - MFH,Massachusetts - MFH,Michigan - MFH,Minnesota - MFH,Mississippi - MFH,Missouri - MFH,Montana - MFH,Nebraska - MFH,Nevada - MFH,New Hampshire - MFH,New Jersey - MFH,New Mexico - MFH,New York - MFH,North Carolina - MFH,North Dakota - MFH,Ohio - MFH,Oklahoma - MFH,Oregon - MFH,Pennsylvania - MFH,Rhode Island - MFH,South Carolina - MFH,South Dakota - MFH,Tennessee - MFH,Texas - MFH,United States - MFH,Utah - MFH,Vermont - MFH,Virginia - MFH,Washington - MFH,West Virginia - MFH,Wisconsin - MFH,Wyoming - MFH,Alabama - L_MFH,Alaska - L_MFH,Arizona - L_MFH,Arkansas - L_MFH,California - L_MFH,Colorado - L_MFH,Connecticut - L_MFH,Delaware - L_MFH,Florida - L_MFH,Georgia - L_MFH,Idaho - L_MFH,Illinois - L_MFH,Indiana - L_MFH,Iowa - L_MFH,Kansas - L_MFH,Kentucky - L_MFH,Louisiana - L_MFH,Maine - L_MFH,Maryland - L_MFH,Massachusetts - L_MFH,Michigan - L_MFH,Minnesota - L_MFH,Mississippi - L_MFH,Missouri - L_MFH,Montana - L_MFH,Nebraska - L_MFH,Nevada - L_MFH,New Hampshire - L_MFH,New Jersey - L_MFH,New Mexico - L_MFH,New York - L_MFH,North Carolina - L_MFH,North Dakota - L_MFH,Ohio - L_MFH,Oklahoma - L_MFH,Oregon - L_MFH,Pennsylvania - L_MFH,Rhode Island - L_MFH,South Carolina - L_MFH,South Dakota - L_MFH,Tennessee - L_MFH,Texas - L_MFH,United States - L_MFH,Utah - L_MFH,Vermont - L_MFH,Virginia - L_MFH,Washington - L_MFH,West Virginia - L_MFH,Wisconsin - L_MFH,Wyoming - L_MFH,Alabama - S_MFH,Alaska - S_MFH,Arizona - S_MFH,Arkansas - S_MFH,California - S_MFH,Colorado - S_MFH,Connecticut - S_MFH,Delaware - S_MFH,Florida - S_MFH,Georgia - S_MFH,Idaho - S_MFH,Illinois - S_MFH,Indiana - S_MFH,Iowa - S_MFH,Kansas - S_MFH,Kentucky - S_MFH,Louisiana - S_MFH,Maine - S_MFH,Maryland - S_MFH,Massachusetts - S_MFH,Michigan - S_MFH,Minnesota - S_MFH,Mississippi - S_MFH,Missouri - S_MFH,Montana - S_MFH,Nebraska - S_MFH,Nevada - S_MFH,New Hampshire - S_MFH,New Jersey - S_MFH,New Mexico - S_MFH,New York - S_MFH,North Carolina - S_MFH,North Dakota - S_MFH,Ohio - S_MFH,Oklahoma - S_MFH,Oregon - S_MFH,Pennsylvania - S_MFH,Rhode Island - S_MFH,South Carolina - S_MFH,South Dakota - S_MFH,Tennessee - S_MFH,Texas - S_MFH,United States - S_MFH,Utah - S_MFH,Vermont - S_MFH,Virginia - S_MFH,Washington - S_MFH,West Virginia - S_MFH,Wisconsin - S_MFH,Wyoming - S_MFH,Alabama - TOT,Alaska - TOT,Arizona - TOT,Arkansas - TOT,California - TOT,Colorado - TOT,Connecticut - TOT,Delaware - TOT,Florida - TOT,Georgia - TOT,Idaho - TOT,Illinois - TOT,Indiana - TOT,Iowa - TOT,Kansas - TOT,Kentucky - TOT,Louisiana - TOT,Maine - TOT,Maryland - TOT,Massachusetts - TOT,Michigan - TOT,Minnesota - TOT,Mississippi - TOT,Missouri - TOT,Montana - TOT,Nebraska - TOT,Nevada - TOT,New Hampshire - TOT,New Jersey - TOT,New Mexico - TOT,New York - TOT,North Carolina - TOT,North Dakota - TOT,Ohio - TOT,Oklahoma - TOT,Oregon - TOT,Pennsylvania - TOT,Rhode Island - TOT,South Carolina - TOT,South Dakota - TOT,Tennessee - TOT,Texas - TOT,United States - TOT,Utah - TOT,Vermont - TOT,Virginia - TOT,Washington - TOT,West Virginia - TOT,Wisconsin - TOT,Wyoming - TOT
1997,11,78765,12847,322086,39219,911580,238924,77637,25216,650221,364975,61525,309209,236207,68773,80038,80791,83534,34707,141159,155222,293856,171203,41626,131563,7715,40805,166353,49359,165939,52650,163074,449819,4572,288254,57195,114530,243175,18431,156687,15681,200525,602527,8187637,112850,9529,226513,228346,13035,154079,8650,31432,3002,57617,4179,112256,22735,8397,1738,142117,49706,5555,82940,28917,10845,11011,14004,9685,538,29413,5368,29576,29323,4638,28540,2887,5770,64799,4982,12486,752,67034,76987,5320,43825,1847,51585,23781,6840,28797,12791,24944,130541,1471364,34306,401,19461,66436,636,50603,4015,30286,1318,55259,1476,85017,18007,7037,1319,120235,46744,1627,59958,22095,4954,7927,8281,7041,0,23314,2012,22384,18844,1294,13323,533,2799,62933,4031,4737,466,56699,69768,4628,24413,1267,40331,20144,4651,25620,12042,22727,126815,1176344,29396,163,15653,52310,514,29163,0,1146,1684,2358,2703,27239,4728,1360,419,21882,2962,3928,22982,6822,5891,3084,5723,2644,538,6099,3356,7192,10479,3344,15217,2354,2971,1866,951,7749,286,10335,7219,692,19412,580,11254,3637,2189,3177,749,2217,3726,295020,4910,238,3808,14126,122,21440,4015,110197,15849,379703,43398,1023836,261659,86034,26954,792338,414681,67080,392149,265124,79618,91049,94795,93219,35245,170572,160590,323432,200526,46264,160103,10602,46575,231152,54341,178425,53402,230108,526806,9892,332079,59042,166115,266956,25271,185484,28472,225469,733068,9659001,147156,9930,245974,294782,13671,204682,12665
1997,12,77705,7036,375093,41813,980026,258063,95699,25797,726803,412321,54857,281245,224908,38777,83510,85680,90642,24885,142423,159323,280259,161826,36419,111604,4835,34963,203100,31393,172584,56821,183689,417851,3093,329426,59658,159430,234181,19069,155581,11962,194815,647567,8522392,100733,11087,267035,257457,16344,143447,9912,11909,2420,114978,4757,235889,66542,2110,4238,160226,56947,3710,38442,38680,15586,19594,15580,3641,4474,49962,11511,36721,27856,25386,12801,4734,17287,44472,2678,32416,6405,88927,85384,6597,44865,2900,69106,10388,1153,27719,19263,32603,167293,1809579,20770,790,34401,63661,596,57469,103,10019,1161,110882,2213,200798,55204,1771,2201,136539,28755,2517,18903,30351,10327,17721,11830,842,2937,48898,5825,28224,13400,24974,3709,891,16884,43778,1930,25248,5972,66203,74803,6367,19255,2390,57913,6267,469,21840,4783,23043,145593,1417594,15714,436,30458,37819,165,37972,0,1890,1259,4096,2544,35091,11338,339,2037,23687,28192,1193,19539,8329,5259,1873,3750,2799,1537,1064,5686,8497,14456,412,9092,3843,403,694,748,7168,433,22724,10581,230,25610,510,11193,4121,684,5879,14480,9560,21700,391985,5056,354,3943,25842,431,19497,103,89614,9456,490071,46570,1215915,324605,97809,30035,887029,469268,58567,319687,263588,54363,103104,101260,94283,29359,192385,170834,316980,189682,61805,124405,9569,52250,247572,34071,205000,63226,272616,503235,9690,374291,62558,228536,244569,20222,183300,31225,227418,814860,10331971,121503,11877,301436,321118,16940,200916,10015
1998,1,85724,11197,338088,40200,808078,274176,63939,24789,740402,450318,49822,209813,184333,32616,70940,98555,82643,18912,143128,134498,245989,100894,34351,103516,4910,26321,195869,27753,156372,71671,149806,417114,1618,236040,61298,137806,205696,13909,157241,6170,199675,757103,7878147,99842,9656,241437,228026,13736,82205,6965,2695,2565,42088,20518,90925,83323,36538,11448,193804,41784,2010,31393,15734,23978,3283,9556,5119,275,15060,10166,27473,15027,14574,12906,1408,14181,61180,1350,17937,829,44405,53608,0,34464,9666,26453,29227,2217,20821,2442,25165,82155,1297111,22029,10712,18515,75198,481,27083,1345,1842,1101,38560,18143,68005,75993,35147,10288,169419,38980,739,21286,10842,22558,0,6228,3918,0,13694,3464,21278,12310,13535,5115,0,13686,60740,1150,9513,769,28583,47261,0,19308,8804,15491,24297,1122,18017,346,22231,60864,1048684,14961,10527,15621,63284,481,18708,220,853,1464,3528,2375,22920,7330,1391,1160,24385,2804,1271,10107,4892,1420,3283,3328,1201,275,1366,6702,6195,2717,1039,7791,1408,495,440,200,8424,60,15822,6347,0,15156,862,10962,4930,1095,2804,2096,2934,21291,248427,7068,185,2894,11914,0,8375,1125,88419,13762,380176,60718,899003,357499,100477,36237,934206,492102,51832,241206,200067,56594,74223,108111,87762,19187,158188,144664,273462,115921,48925,116422,6318,40502,257049,29103,174309,72500,194211,470722,1618,270504,70964,164259,234923,16126,178062,8612,224840,839258,9175258,121871,20368,259952,303224,14217,109288,8310
1998,2,106069,17311,395914,47974,777961,309867,66175,25884,778314,523964,63698,295296,242811,45577,88312,82989,102379,22366,138651,143257,277178,141601,45263,125544,8403,38388,193796,26391,150324,57103,153436,474037,2164,298849,85491,169432,220788,13553,174793,10396,218648,822684,8799087,92767,8161,252922,256803,17145,151286,9924,31474,2548,72204,6467,139830,40901,8293,729,147111,62130,615,44247,14325,13481,28437,25385,4689,200,15487,20406,27644,15457,2546,20907,2306,18842,49911,1600,10182,19645,48717,69408,128,25936,27922,49878,15755,372,26108,492,46788,125956,1462063,13941,625,26209,96472,2222,32132,1454,30602,1004,70294,4916,119687,35224,6321,579,119158,58220,0,28271,6772,5693,25792,21100,2466,0,13070,13031,19355,5566,2289,11763,822,17694,49373,997,6084,15221,27816,61152,0,8120,25620,36346,6739,204,24907,492,41106,111040,1172176,8949,232,21898,79898,2222,21173,1049,872,1544,1910,1551,20143,5677,1972,150,27953,3910,615,15976,7553,7788,2645,4285,2223,200,2417,7375,8289,9891,257,9144,1484,1148,538,603,4098,4424,20901,8256,128,17816,2302,13532,9016,168,1201,0,5682,14916,289887,4992,393,4311,16574,0,10959,405,137543,19859,468118,54441,917791,350768,74468,26613,925425,586094,64313,339543,257136,59058,116749,108374,107068,22566,154138,163663,304822,157058,47809,146451,10709,57230,243707,27991,160506,76748,202153,543445,2292,324785,113413,219310,236543,13925,200901,10888,265436,948640,10261150,106708,8786,279131,353275,19367,183418,11378
1998,3,127808,21561,524096,71265,1312673,405755,123592,33012,862512,640355,95149,417663,345124,88905,112456,151808,136759,31235,194469,202570,427882,218744,62813,172961,16109,46191,239169,47532,193980,52841,220029,665323,10348,409049,89742,206043,328062,22905,235260,20036,309475,940649,12025782,147710,15847,382414,361842,25816,204027,28307,18607,2511,23059,8448,109726,64371,2800,2095,261070,76442,14602,43659,38270,7264,7042,22452,8525,1079,21836,17608,47418,16307,2948,28841,2306,5759,59104,2365,11627,636,50822,93791,2282,32737,24614,38629,17525,1079,32346,456,29466,280705,1701909,24477,839,39573,50199,2321,44033,0,13066,1101,19005,4158,85015,46945,641,1474,230446,73508,11601,30596,29220,4233,698,13351,5506,301,20363,12558,36356,6771,1864,20949,1797,4015,56105,1259,6227,339,28212,85054,2034,18372,22876,22462,10522,350,29036,293,25261,240741,1337317,15654,230,30246,28279,1940,30256,0,5541,1410,4054,4290,24711,17426,2159,621,30624,2934,3001,13063,9050,3031,6344,9101,3019,778,1473,5050,11062,9536,1084,7892,509,1744,2999,1106,5400,297,22610,8737,248,14365,1738,16167,7003,729,3310,163,4205,39964,364592,8823,609,9327,21920,381,13777,0,146415,24072,547155,79713,1422399,470126,126392,35107,1123582,716797,109751,461322,383394,96169,119498,174260,145284,32314,216305,220178,475300,235051,65761,201802,18415,51950,298273,49897,205607,53477,270851,759114,12630,441786,114356,244672,345587,23984,267606,20492,338941,1221354,13727691,172187,16686,421987,412041,28137,248060,28307
1998,4,154440,34806,577313,80347,1322037,473579,132468,36924,919684,642129,108899,507362,381741,107405,123680,139164,131816,48307,195206,197232,511227,280749,67088,194192,20087,70534,332223,59374,222284,86835,283963,671020,24108,485280,110220,217994,374537,24800,219630,28113,303325,997385,13269932,174436,21412,404291,381528,27937,291391,35065,24338,4242,49108,12839,214584,81406,4525,6893,219616,63615,4555,53285,31904,9447,13325,17216,18417,1752,15156,9472,32344,48609,13845,16484,8458,15452,65275,3561,12220,1484,24602,65016,3583,38248,17719,50597,27639,1188,22070,1808,22868,189559,1737565,25196,1140,30512,89531,3476,47887,982,20573,2253,45516,9997,196763,68302,3444,5069,195193,55994,2051,29622,23101,5864,338,12215,11203,0,13767,3719,21753,36239,13782,8413,7176,12165,62376,2628,5675,1330,4767,53924,3173,18613,15489,43974,18272,0,16637,777,20686,172536,1397446,20729,956,21352,73128,2948,31639,982,3765,1989,3592,2842,17821,13104,1081,1824,24423,7621,2504,23663,8803,3583,12987,5001,7214,1752,1389,5753,10591,12370,63,8071,1282,3287,2899,933,6545,154,19835,11092,410,19635,2230,6623,9367,1188,5433,1031,2182,17023,340119,4467,184,9160,16403,528,16248,0,178778,39048,626421,93186,1536621,554985,136993,43817,1139300,705744,113454,560647,413645,116852,137005,156380,150233,50059,210362,206704,543571,329358,80933,210676,28545,85986,397498,62935,234504,88319,308565,736036,27691,523528,127939,268591,402176,25988,241700,29921,326193,1186944,15007497,199632,22552,434803,471059,31413,339278,36047
1998,5,132412,36797,484665,70507,1303325,434868,119312,35958,891513,585245,105298,460265,384818,110329,115646,151995,116995,52048,263159,210419,498021,314265,70024,209489,18878,69508,205281,57437,189408,93225,271082,609566,19678,467239,84621,200075,336979,22157,207974,28965,322176,998354,12606118,156791,21529,338132,368259,26922,274832,22353,17194,6942,16527,17159,137624,49851,10915,918,213047,94462,6824,54765,37055,27948,5471,16360,5351,1621,57437,8015,35461,30511,2635,40322,1593,9278,50364,1788,10314,6664,47722,48376,4569,46143,9666,49754,16099,0,27351,7422,24921,238514,1635324,20180,627,16799,41246,1805,56569,841,15399,5510,10503,11279,105942,29059,8004,381,186717,88229,2727,39176,32453,22691,237,12423,2890,349,55961,3837,28544,19617,2259,23201,401,6098,47963,1030,7265,5606,29836,37828,698,26683,7645,38387,10035,0,22335,3398,22318,217218,1274444,8881,319,15005,18089,1673,37442,561,1795,1432,6024,5880,31682,20792,2911,537,26330,6233,4097,15589,4602,5257,5234,3937,2461,1272,1476,4178,6917,10894,376,17121,1192,3180,2401,758,3049,1058,17886,10548,3871,19460,2021,11367,6064,0,5016,4024,2603,21296,360880,11299,308,1794,23157,132,19127,280,149606,43739,501192,87666,1440949,484719,130227,36876,1104560,679707,112122,515030,421873,138277,121117,168355,122346,53669,320596,218434,533482,344776,72659,249811,20471,78786,255645,59225,199722,99889,318804,657942,24247,513382,94287,249829,353078,22157,235325,36387,347097,1236868,14241442,176971,22156,354931,409505,28727,331401,23194
1998,6,138361,29021,589246,58960,1615673,465584,139919,35567,1024054,632622,115087,507700,393387,107082,115943,114019,131562,60063,238890,205126,537612,326971,79762,209539,15778,67597,236882,60506,253293,87636,317564,658662,16728,472198,101978,222844,383730,24611,230430,29798,320517,1012633,13744644,171304,26952,412550,375863,31682,283046,21003,13973,22880,68307,8117,284298,108330,15816,4841,226541,44162,2629,53413,25298,12531,4993,26230,4961,2833,19190,7936,78958,37217,14523,12134,2154,9777,20626,4821,10730,10797,112110,44266,6315,50513,15900,35027,49655,1208,49384,1435,22407,234872,2032662,50653,1671,40040,86235,2375,59602,7496,8580,4532,63212,4056,251672,93901,13363,2105,183654,36312,823,20600,19909,9388,2973,20836,2190,2099,16360,1722,51320,21043,13705,2844,239,8239,14508,3375,6205,10008,79021,35172,4442,27121,14361,16768,35503,0,44322,566,16120,202590,1539034,43917,809,36315,65031,1721,25135,348,5393,18348,5095,4061,32626,14429,2453,2736,42887,7850,1806,32813,5389,3143,2020,5394,2771,734,2830,6214,27638,16174,818,9290,1915,1538,6118,1446,4525,789,33089,9094,1873,23392,1539,18259,14152,1208,5062,869,6287,32282,493628,6736,862,3725,21204,654,34467,7148,152334,51901,657553,67077,1899971,573914,155735,40408,1250595,676784,117716,561113,418685,119613,120936,140249,136523,62896,258080,213062,616570,364188,94285,221673,17932,77374,257508,65327,264023,98433,429674,702928,23043,522711,117878,257871,433385,25819,279814,31233,342924,1247505,15777306,221957,28623,452590,462098,34057,342648,28499
1998,7,123842,35082,545105,60132,1555454,455259,125844,40429,1036257,587845,102230,461686,356299,118963,111208,144231,125343,56049,229630,193942,485329,298684,62408,203269,16997,56638,243907,62784,249760,83353,259003,636835,20902,447994,99190,246788,346253,27490,219339,29202,294439,1049005,13167011,169064,19420,379031,346958,29217,261598,19153,14722,9183,74623,6417,132638,146277,25642,381,299035,66312,4450,50927,22592,16542,19379,10876,3712,5949,37094,46582,46276,57080,12512,14257,2358,8545,7328,3547,13405,8142,98389,60086,6358,72698,9441,86177,31800,494,53095,1522,33569,232087,2063574,12795,998,38945,113584,1924,33012,3046,12674,2521,64573,2111,101448,131320,23342,381,264411,59870,2523,26568,6452,10632,12663,7275,1098,5240,35848,39484,33740,37729,11140,5819,401,4846,4953,2025,9129,7596,69593,48893,3684,41229,8412,75664,19670,0,38580,821,30832,202117,1625724,7942,343,35391,91341,1569,15180,0,2048,6662,10050,4306,31190,14957,2300,0,34624,6442,1927,24359,16140,5910,6716,3601,2614,709,1246,7098,12536,19351,1372,8438,1957,3699,2375,1522,4276,546,28796,11193,2674,31469,1029,10513,12130,494,14515,701,2737,29970,437850,4853,655,3554,22243,355,17832,3046,138564,44265,619728,66549,1688092,601536,151486,40810,1335292,654157,106680,512613,378891,135505,130587,155107,129055,61998,266724,240524,531605,355764,74920,217526,19355,65183,251235,66331,263165,91495,357392,696921,27260,520692,108631,332965,378053,27984,272434,30724,328008,1281092,15230585,181859,20418,417976,460542,31141,294610,22199
1998,8,139506,26828,502640,63037,1338619,384788,122786,38886,1033279,669667,97236,422959,335772,90837,98337,121871,108628,45591,230957,186645,435114,269524,64177,176247,11872,63834,186898,49665,215325,75904,253850,593632,15183,453205,86986,210346,332905,21947,228094,28025,285807,994724,12276553,157988,18664,358961,308400,26499,240984,18998,66979,3457,115893,2558,250876,52155,8814,413,308157,88323,5315,44545,37076,31976,10990,39773,9151,1424,31507,15984,78233,27852,12012,18154,3425,13667,30755,3158,13565,1710,87601,71913,6956,54893,29330,58719,11639,457,26696,7062,36741,193970,2125521,32136,3956,44362,74337,8126,47280,1159,65502,1483,111365,1092,226948,35579,7057,413,270288,83966,3690,24598,27004,28162,4542,30504,5296,349,30466,10120,63433,10871,11012,3177,2370,11575,29460,1508,9222,1188,51840,63510,4460,29591,28985,45756,6674,225,23071,2936,31518,164404,1729747,22167,3543,39644,57559,7973,32376,982,1477,1974,4528,1466,23928,16576,1757,0,37869,4357,1625,19947,10072,3814,6448,9269,3855,1075,1041,5864,14800,16981,1000,14977,1055,2092,1295,1650,4343,522,35761,8403,2496,25302,345,12963,4965,232,3625,4126,5223,29566,395774,9969,413,4718,16778,153,14904,177,206485,30285,618533,65595,1589495,436943,131600,39299,1341436,757990,102551,467504,372848,122813,109327,161644,117779,47015,262464,202629,513347,297376,76189,194401,15297,77501,217653,52823,228890,77614,341451,665545,22139,508098,116316,269065,344544,22404,254790,35087,322548,1188694,14402074,190124,22620,403323,382737,34625,288264,20157
1998,9,119838,24867,480137,61828,1297670,380292,115730,32052,874724,613342,110634,449433,352508,99008,100722,131307,101997,53163,289726,195321,471129,277429,66737,174577,14444,56331,252023,60883,196372,83519,271449,623531,23036,428464,79547,191692,346678,17556,214615,24862,271164,899965,12104948,153189,21067,376508,316813,26157,229959,19824,10878,5191,54057,2992,303087,85247,6431,381,252555,59602,4722,68574,35156,36208,15313,19817,17070,2366,25943,45852,47646,47324,7138,33998,3785,18245,27818,3096,49644,1326,77609,88760,17003,72525,20638,48194,46326,408,28464,2110,37845,283966,2266582,14741,2242,63457,88174,1995,71308,90,10127,1886,48658,190,234010,67585,4822,381,215433,55045,756,42884,20872,33251,7190,14651,16076,1174,23427,39898,36839,20167,6975,19269,1310,15969,25015,2325,42313,1140,60875,83165,16530,25944,20060,37941,35260,333,22456,1017,32861,272215,1806120,6147,343,57225,73230,1995,40443,0,751,3305,5399,2802,69077,17662,1609,0,37122,4557,3966,25690,14284,2957,8123,5166,994,1192,2516,5954,10807,27157,163,14729,2475,2276,2803,771,7331,186,16734,5595,473,46581,578,10253,11066,75,6008,1093,4984,11751,460462,8594,1899,6232,14944,0,30865,90,130716,30058,534194,64820,1600757,465539,122161,32433,1127279,672944,115356,518007,387664,135216,116035,151124,119067,55529,315669,241173,518775,324753,73875,208575,18229,74576,279841,63979,246016,84845,349058,712291,40039,500989,100185,239886,393004,17964,243079,26972,309009,1183931,14371530,167930,23309,439965,404987,28152,301267,19914
1998,10,123907,18157,499510,56546,1373412,398361,123996,32499,901287,599445,95782,435612,365757,111144,112526,127204,121608,47494,199144,187559,496989,285950,64719,187103,15540,55477,241642,56991,237941,84790,269982,639644,21496,513355,87897,212399,328452,28657,238734,24499,258450,873908,12367490,154198,17099,362432,309776,23876,293740,20256,39911,5008,14803,11787,227681,53048,10167,444,322874,79308,5422,113217,48228,43487,17495,16709,10512,4310,18411,25699,69016,42739,11506,20787,7626,12218,65651,4243,35665,3584,116377,41576,8060,52372,46038,22190,39522,619,35032,3962,22966,276382,2345849,35613,1308,53150,172519,4588,68286,1203,38474,546,3507,8478,197027,36094,9145,444,281580,73294,2591,94596,35836,36501,12131,11724,8151,2901,16501,20096,55895,24485,9443,12449,5950,10933,56062,3931,27485,3325,97202,30838,7268,21777,45120,8327,33638,225,27134,3962,21203,261158,1931931,26054,1000,49702,145500,4282,45060,888,1437,4462,11296,3309,30654,16954,1022,0,41294,6014,2831,18621,12392,6986,5364,4985,2361,1409,1910,5603,13121,18254,2063,8338,1676,1285,9589,312,8180,259,19175,10738,792,30595,918,13863,5884,394,7898,0,1763,15224,413918,9559,308,3448,27019,306,23226,315,163818,23165,514313,68333,1601093,451409,134163,32943,1224161,678753,101204,548829,413985,154631,130021,143913,132120,51804,217555,213258,566005,328689,76225,207890,23166,67695,307293,61234,273606,88374,386359,681220,29556,565727,133935,234589,367974,29276,273766,28461,281416,1150290,14713339,189811,18407,415582,482295,28464,362026,21459
1998,11,101279,13902,435296,52249,1160152,346454,114372,32506,765712,514243,75415,387443,291378,88089,90291,108910,96375,41049,171599,189664,399293,233287,51064,151072,13999,46738,199765,47543,205036,72699,218291,532653,11915,390322,70710,147369,306222,22674,201238,19374,215665,729606,10287812,122863,12574,309763,226850,18436,195222,9228,21112,4376,129082,7821,177594,49945,4142,333,337021,70871,3907,49088,38375,12779,26559,16105,1460,2919,16621,11059,38162,49792,33486,18385,11465,8858,14459,3553,19712,7938,84539,56146,4672,38946,1640,55009,40791,1428,19493,3843,36116,105489,1826267,11099,546,35449,88941,9121,43845,182,18119,3165,122717,5952,159288,44277,2817,333,310124,63561,3141,32240,25969,6376,19901,10346,364,1969,15575,4930,24230,35684,18098,6305,5561,7895,13065,1825,14236,7617,57022,49153,4422,19602,1102,47442,34694,800,15228,1926,33068,102154,1505623,6959,241,31455,76220,8739,27899,0,2993,1211,6365,1869,18306,5668,1325,0,26897,7310,766,16848,12406,6403,6658,5759,1096,950,1046,6129,13932,14108,15388,12080,5904,963,1394,1728,5476,321,27517,6993,250,19344,538,7567,6097,628,4265,1917,3048,3335,320644,4140,305,3994,12721,382,15946,182,122391,18278,564378,60070,1337746,396399,118514,32839,1102733,585114,79322,436531,329753,100868,116850,125015,97835,43968,188220,200723,437455,283079,84550,169457,25464,55596,214224,51096,224748,80637,302830,588799,16587,429268,72350,202378,347013,24102,220731,23217,251781,835095,12114079,133962,13120,345212,315791,27557,239067,9410
1998,12,107554,11701,480567,50807,1223675,377839,113229,34263,838876,658973,64184,347398,290315,80477,118690,130342,103620,48344,188146,179677,376986,232838,52394,166095,8657,47372,226200,46921,212392,77214,226261,594692,10381,343777,87051,150778,256225,21370,233444,15880,229529,851599,10849549,114997,13622,326030,233723,22615,171446,7703,12417,3658,65030,4435,212131,99779,13320,349,247925,64682,6799,76284,81772,34198,41911,18277,669,974,33672,16340,45372,65962,29905,29589,3216,28331,89025,4035,15994,4368,71869,76496,2342,45783,3719,38373,44100,225,42106,5116,18045,185319,2057349,23675,1286,34793,44474,1863,64401,795,9559,546,62122,2934,175746,80365,12147,349,226812,62968,5000,53135,63038,29297,25948,13171,163,349,31430,7916,38116,40295,29428,21243,830,27274,86791,1518,5666,4029,42613,68365,1657,20543,3171,29525,37957,225,38686,5001,15253,177623,1674969,16155,700,30684,26464,1525,37867,795,2858,3112,2908,1501,36385,19414,1173,0,21113,1714,1799,23149,18734,4901,15963,5106,506,625,2242,8424,7256,25667,477,8346,2386,1057,2234,2517,10328,339,29256,8131,685,25240,548,8848,6143,0,3420,115,2792,7696,382380,7520,586,4109,18010,338,26534,0,119971,15359,545597,55242,1435806,477618,126549,34612,1086801,723655,70983,423682,372087,114675,160601,148619,104289,49318,221818,196017,422358,298800,82299,195684,11873,75703,315225,50956,228386,81582,298130,671188,12723,389560,90770,189151,300325,21595,275550,20996,247574,1036918,12906898,138672,14908,360823,278197,24478,235847,8498
1999,1,118228,9526,466952,57147,1034573,329810,77596,36729,875300,550779,58244,222606,176039,37997,75257,74332,104392,20235,143905,127694,223542,100751,57202,122152,5192,34393,150551,30728,165702,61807,170425,486908,1495,208736,81905,150433,192799,16972,211610,10186,202740,815607,8880700,96939,6544,280423,225645,18197,106768,8126,13955,2752,88574,8048,231863,44481,5149,413,389641,36312,1691,26577,6777,5816,4457,9224,10137,685,5753,24319,16670,15023,3325,4768,7288,28234,35819,2102,16888,1992,73916,61320,171,31026,7471,33008,11809,153,72425,2110,19979,206966,1731777,15952,1060,55073,40825,2452,31155,223,13386,468,82440,6787,198205,36177,4679,413,355097,34511,0,14699,240,5472,750,5538,8161,465,5637,20750,12635,6738,1753,144,5107,26404,34571,1368,8391,1558,43758,56140,171,15389,5536,20115,9509,0,67362,0,18279,186074,1448436,9024,955,52349,32529,2234,20614,0,569,2284,6134,1261,33658,8304,470,0,34544,1801,1691,11878,6537,344,3707,3686,1976,220,116,3569,4035,8285,1572,4624,2181,1830,1248,734,8497,434,30158,5180,0,15637,1935,12893,2300,153,5063,2110,1700,20892,283341,6928,105,2724,8296,218,10541,223,132183,12278,555526,65195,1266436,374291,82745,37142,1264941,587091,59935,249183,182816,43813,79714,83556,114529,20920,149658,152013,240212,115774,60527,126920,12480,62627,186370,32830,182590,63799,244341,548228,1666,239762,89376,183441,204608,17125,284035,12296,222719,1022573,10612477,112891,7604,335496,266470,20649,137923,8349
